,cuisine,ingredient,name
357,chinese,"['1 teaspoon salt', '1 teaspoon vegetable oil', '2/3 pound prawns, peeled and deveined', '1 cup chopped green cabbage', '1 cup chopped carrots', '1 cup chopped zucchini', '1 cup chopped fresh mushrooms', '1 cup chopped broccoli', '1 (16 ounce) package egg noodles', '2 tablespoons vegetable oil', '1 tablespoon minced garlic', '10 ounces diced boneless chicken', '2 tablespoons chicken bouillon granules', '3 tablespoons soy sauce', '2 teaspoons salt', '1/4 teaspoon sesame oil, to taste', '1 pinch white sugar, or to taste']",Chicken and Prawn Chow Mein
358,chinese,"['4 ounces mussels, cleaned and debearded', '1/2 (8 ounce) package dried rice noodles', '1 quart water', '1 tomato, diced', '1/3 cup diced onion', '2 tablespoons tomato puree', '1 tablespoon sauerkraut', '2 teaspoons chile oil', '1 teaspoon sliced garlic', '1/2 teaspoon salt', '4 ounces prawns, peeled and deveined', '1 tablespoon chopped fresh parsley']",Prawn and Mussel Soup with Rice Noodles
359,chinese,"['2 pounds pork chops', 'water to cover', '4 dried pitted dates', '1 (2 inch) piece fresh ginger root, peeled', '2 bunches fresh watercress', '8 fried fish balls, or to taste', '1 pinch salt to taste']",Chinese Homemade Watercress and Fish Ball Soup
360,chinese,"['1 pound whole sea bass - cleaned, rinsed, and patted dry', 'salt to taste', '5 spring onions, thinly sliced', '1/4 cup peeled and thinly sliced ginger', '1/4 cup soy sauce', '1/4 cup chile oil', '1 tablespoon white sugar']",Chinese Steamed Sea Bass
361,chinese,"['4 dried scallops', '1 pound pork spare ribs, cut into 1-inch pieces', '3 lotus roots, peeled and cut into 1/3-inch slices', 'water to cover', 'salt to taste']",Pork Ribs and Lotus Root Soup
362,chinese,"['1 (8 ounce) package firm tofu, cut into bite-sized cubes', '2 tablespoons vegetable oil', '2 tablespoons chili bean paste (toban djan)', '1 (3/4 inch thick) slice fresh ginger, finely chopped', '1 teaspoon chile powder', '1 cup water, or as needed', '1 bunch garlic scapes, cut into 1-inch pieces', '1 teaspoon soy sauce', 'salt to taste', '1 teaspoon water', '1 teaspoon cornstarch', '1/2 teaspoon ground Sichuan peppercorns, or to taste']",Spicy Braised Tofu
363,chinese,"['1/2 (2 pound) whole chicken', '1 (3/4 inch thick) slice fresh ginger, crushed', '1 teaspoon Sichuan peppercorns', '1/4 cup soy sauce', '1/4 cup chile oil', '2 tablespoons white sugar', '1/4 teaspoon monosodium glutamate (MSG)', '1/4 teaspoon Sichuan peppercorn oil', '6 spring onions (white parts only), cut into 3/4-inch pieces', '1 teaspoon toasted sesame seeds, or to taste']",Hot and Spicy Sichuan Chicken
364,chinese,"['2 tablespoons water', '1 teaspoon cornstarch', '9 ounces pork, cut into thin strips', '2 teaspoons salt, divided', '3 tablespoons water', '1 teaspoon white sugar', '1 teaspoon soy sauce', '1/8 teaspoon monosodium glutamate (MSG)', '3 1/2 tablespoons vegetable oil', '2 tablespoons sweet bean paste', '2 spring onions (white parts only), cut into matchstick-size pieces']",Stir-Fried Pork with Sweet Bean Paste
365,chinese,"['1 pound pork spare ribs, cut into 1 1/2-inch pieces', '2 tablespoons soy sauce', '2 teaspoons rice wine, divided', '1/4 teaspoon salt', '2 cups vegetable oil for frying', '1/3 cup white sugar', '1/4 cup water', '2 teaspoons Chinese black vinegar']",Chinese Sweet and Sour Spare Ribs
366,chinese,"['1/2 cup sticky rice', '1 egg', '1 (1 inch) piece fresh ginger root, minced', '2 teaspoons soy sauce', 'salt to taste', '4 ounces ground pork', '2 tablespoons cornstarch', '1 tablespoon pork stock, or as needed', '1/4 cup water, or as needed', '1 teaspoon dried goji berries (wolfberries), or to taste']",Sticky Rice Pork Balls
367,chinese,"['First Dough:', '1/2 cup water', '2 teaspoons instant yeast', '2 teaspoons white sugar', '2 cups cake flour, divided', 'Pork Filling:', '2/3 cup water', '3 slices fresh ginger root, peeled and minced', '1 spring onion, minced', '1 tablespoon oyster sauce', '1 tablespoon white sugar', '1 tablespoon all-purpose flour', '1 tablespoon corn flour', '1 tablespoon sesame oil', '1 pinch ground white pepper to taste', '7 ounces Chinese barbeque pork, cut into very thin slices', 'Second (Sweet) Dough:', '1/2 cup corn flour', '3/8 cup cake flour', '1 tablespoon baking powder', '3/8 cup white sugar', '2 1/2 tablespoons cooking oil']",Chinese Pork Buns
368,chinese,"['3 1/2 tablespoons cold water', '1 tablespoon powdered gelatin', '1/2 cup water', '2 tablespoons Chinese rock sugar', '1 (11 ounce) can lychees, drained and diced, syrup reserved', '1 cup whole milk', '1 1/2 tablespoons whole milk']",Creamy Lychee Jelly
